batsman,bowler,balls_faced,runs_scored,dismissals,strike_rate,avg_dismissal_type,bowler_type
Mandeep Singh,Mohammed Siraj,4,4,0,100.0,,Unknown
Mandeep Singh,Mujeeb Ur Rahman,3,6,0,200.0,,Unknown
Mandeep Singh,Mustafizur Rahman,3,5,0,166.66666666666669,,Unknown
Mandeep Singh,N Rana,3,6,0,200.0,,Unknown
Mandeep Singh,NM Coulter-Nile,5,3,0,60.0,,Unknown
Mandeep Singh,Navdeep Saini,9,11,0,122.22222222222223,,Unknown
Mandeep Singh,P Kumar,1,0,1,0.0,caught,Unknown
Mandeep Singh,PJ Cummins,19,32,1,168.42105263157893,bowled,Unknown
Mandeep Singh,PP Chawla,31,60,0,193.5483870967742,,Unknown
Mandeep Singh,PP Ojha,6,5,0,83.33333333333334,,Unknown
Mandeep Singh,PV Tambe,2,6,0,300.0,,Unknown
Mandeep Singh,R Ashwin,27,24,2,88.88888888888889,"run out, caught",Unknown
Mandeep Singh,R Bhatia,11,15,0,136.36363636363635,,Unknown
Mandeep Singh,R Dhawan,8,7,1,87.5,caught,Unknown
Mandeep Singh,R Rampaul,6,6,0,100.0,,Unknown
Mandeep Singh,R Vinay Kumar,20,39,3,195.0,caught,Unknown
Mandeep Singh,RA Jadeja,34,35,3,102.94117647058823,"caught, bowled",Unknown
Mandeep Singh,RE van der Merwe,2,1,0,50.0,,Unknown
Mandeep Singh,RJ Peterson,2,1,0,50.0,,Unknown
Mandeep Singh,RP Singh,13,9,1,69.23076923076923,caught,Unknown
Mandeep Singh,RS Bopara,1,0,1,0.0,caught,Unknown
Mandeep Singh,Rashid Khan,11,7,2,63.63636363636363,bowled,Spin
Mandeep Singh,S Dhawan,4,2,0,50.0,,Unknown
Mandeep Singh,S Gopal,6,3,1,50.0,stumped,Unknown
Mandeep Singh,S Kaul,10,8,2,80.0,caught,Unknown
Mandeep Singh,S Lamichhane,4,3,0,75.0,,Unknown
Mandeep Singh,S Nadeem,2,0,0,0.0,,Unknown
Mandeep Singh,S Sandeep Warrier,3,6,0,200.0,,Unknown
Mandeep Singh,S Sreesanth,4,1,1,25.0,caught,Unknown
Mandeep Singh,SB Jakati,5,6,0,120.0,,Unknown
Mandeep Singh,SC Kuggeleijn,1,1,0,100.0,,Unknown
Mandeep Singh,SE Rutherford,2,2,0,100.0,,Unknown
Mandeep Singh,SJ Srivastava,3,0,1,0.0,caught,Unknown
Mandeep Singh,SK Raina,3,2,0,66.66666666666666,,Unknown
Mandeep Singh,SK Trivedi,8,7,0,87.5,,Unknown
Mandeep Singh,SL Malinga,10,10,2,100.0,"run out, bowled",Unknown
Mandeep Singh,SM Curran,3,2,0,66.66666666666666,,Unknown
Mandeep Singh,SMSM Senanayake,12,10,0,83.33333333333334,,Unknown
Mandeep Singh,SN Thakur,9,16,2,177.77777777777777,caught,Unknown
Mandeep Singh,SP Narine,43,58,3,134.88372093023256,"caught, run out",Unknown
Mandeep Singh,SR Watson,11,6,1,54.54545454545454,caught,Unknown
Mandeep Singh,STR Binny,10,7,1,70.0,lbw,Unknown
Mandeep Singh,Sandeep Sharma,40,32,1,80.0,caught,Unknown
Mandeep Singh,Shakib Al Hasan,12,12,1,100.0,caught,Unknown
Mandeep Singh,T Natarajan,9,26,0,288.88888888888886,,Unknown
Mandeep Singh,TA Boult,7,7,1,100.0,bowled,Unknown
Mandeep Singh,TG Southee,3,5,0,166.66666666666669,,Unknown
Mandeep Singh,TP Sudhindra,7,10,0,142.85714285714286,,Unknown
Mandeep Singh,UT Yadav,16,19,2,118.75,caught,Unknown
Mandeep Singh,V Pratap Singh,18,35,0,194.44444444444443,,Unknown
Mandeep Singh,VR Aaron,20,19,2,95.0,caught,Unknown
Mandeep Singh,YK Pathan,9,12,1,133.33333333333331,bowled,Unknown
Mandeep Singh,YS Chahal,3,2,0,66.66666666666666,,Unknown
Mandeep Singh,Z Khan,16,26,0,162.5,,Unknown
Mashrafe Mortaza,A Symonds,2,2,0,100.0,,Unknown
Mayank Dagar,Naveen-ul-Haq,1,0,0,0.0,,Unknown
Misbah-ul-Haq,CRD Fernando,1,0,1,0.0,caught,Unknown
Misbah-ul-Haq,DB Ravi Teja,1,0,1,0.0,caught,Unknown
Misbah-ul-Haq,DP Vijaykumar,10,7,0,70.0,,Unknown
Misbah-ul-Haq,GD McGrath,1,1,0,100.0,,Unknown
Misbah-ul-Haq,Gagandeep Singh,3,7,0,233.33333333333334,,Unknown
Misbah-ul-Haq,IK Pathan,2,2,0,100.0,,Unknown
Misbah-ul-Haq,L Balaji,3,1,1,33.33333333333333,caught,Unknown
Misbah-ul-Haq,M Muralitharan,3,3,0,100.0,,Unknown
Misbah-ul-Haq,MF Maharoof,6,4,2,66.66666666666666,run out,Unknown
Misbah-ul-Haq,MM Patel,1,0,1,0.0,caught,Unknown
Misbah-ul-Haq,PJ Sangwan,5,13,0,260.0,,Unknown
Misbah-ul-Haq,PP Chawla,4,0,1,0.0,lbw,Unknown
Misbah-ul-Haq,PP Ojha,1,1,0,100.0,,Unknown
Misbah-ul-Haq,R Bhatia,10,27,0,270.0,,Unknown
Misbah-ul-Haq,RP Singh,6,7,0,116.66666666666667,,Unknown
Misbah-ul-Haq,S Sreesanth,7,20,1,285.7142857142857,hit wicket,Unknown
Misbah-ul-Haq,SB Bangar,9,5,0,55.55555555555556,,Unknown
Misbah-ul-Haq,Shahid Afridi,1,0,1,0.0,lbw,Unknown
Misbah-ul-Haq,VY Mahesh,3,2,0,66.66666666666666,,Unknown
Misbah-ul-Haq,Y Venugopal Rao,5,17,0,340.0,,Unknown
Mohammad Ashraful,AM Salvi,4,2,0,50.0,,Unknown
Mohammad Ashraful,DP Nannes,4,0,0,0.0,,Unknown
Mohammad Ashraful,PJ Sangwan,4,0,1,0.0,caught,Unknown
Mohammad Asif,DS Kulkarni,1,0,1,0.0,caught,Unknown
Mohammad Asif,MM Patel,3,2,0,66.66666666666666,,Unknown
Mohammad Asif,RA Jadeja,1,0,1,0.0,run out,Unknown
Mohammad Asif,SK Warne,1,1,0,100.0,,Unknown
Mohammad Hafeez,A Symonds,4,7,0,175.0,,Unknown
Mohammad Hafeez,AA Noffke,2,1,0,50.0,,Unknown
Mohammad Hafeez,DJ Bravo,7,4,0,57.14285714285714,,Unknown
Mohammad Hafeez,IK Pathan,7,6,1,85.71428571428571,bowled,Unknown
Mohammad Hafeez,JDP Oram,2,1,0,50.0,,Unknown
Mohammad Hafeez,JH Kallis,1,4,0,400.0,,Unknown
Mohammad Hafeez,Joginder Sharma,4,4,0,100.0,,Unknown
Mohammad Hafeez,M Muralitharan,7,4,0,57.14285714285714,,Unknown
Mohammad Hafeez,M Ntini,5,5,1,100.0,caught,Unknown
Mohammad Hafeez,MM Patel,4,0,1,0.0,caught,Unknown
Mohammad Hafeez,MS Gony,1,1,0,100.0,,Unknown
Mohammad Hafeez,P Amarnath,11,7,1,63.63636363636363,caught,Unknown
Mohammad Hafeez,PP Ojha,4,1,1,25.0,caught,Unknown
Mohammad Hafeez,RP Singh,5,5,0,100.0,,Unknown
Mohammad Hafeez,S Sreesanth,5,7,0,140.0,,Unknown
Mohammad Hafeez,SM Pollock,8,3,1,37.5,caught,Unknown
Mohammad Hafeez,ST Jayasuriya,3,0,2,0.0,"run out, caught",Unknown
Mohammad Hafeez,Sohail Tanvir,4,4,0,100.0,,Unknown
Mohammad Nabi,AD Russell,4,6,1,150.0,run out,Unknown
Mohammad Nabi,AR Patel,4,5,0,125.0,,Unknown
Mohammad Nabi,AS Joseph,1,0,0,0.0,,Unknown
Mohammad Nabi,AS Rajpoot,2,4,1,200.0,caught,Unknown
Mohammad Nabi,Avesh Khan,5,17,0,340.0,,Unknown
Mohammad Nabi,CH Morris,5,5,0,100.0,,Unknown
Mohammad Nabi,CV Varun,4,3,0,75.0,,Unknown
Mohammad Nabi,HH Pandya,9,14,1,155.55555555555557,caught,Unknown
Mohammad Nabi,HV Patel,1,0,1,0.0,run out,Unknown
Mohammad Nabi,I Sharma,1,4,0,400.0,,Unknown
Mohammad Nabi,JJ Bumrah,16,21,2,131.25,"caught, bowled",Unknown
Mohammad Nabi,JP Behrendorff,1,1,0,100.0,,Unknown
Mohammad Nabi,K Rabada,4,12,0,300.0,,Unknown
Mohammad Nabi,KH Pandya,5,4,0,80.0,,Unknown
Mohammad Nabi,KMA Paul,8,11,1,137.5,caught,Unknown
Mohammad Nabi,Kartik Tyagi,1,4,0,400.0,,Unknown
Mohammad Nabi,M Markande,4,6,1,150.0,bowled,Unknown
Mohammad Nabi,M Pathirana,4,1,0,25.0,,Unknown
Mohammad Nabi,M Prasidh Krishna,7,9,1,128.57142857142858,caught,Unknown
Mohammad Nabi,MP Yadav,1,0,1,0.0,bowled,Unknown
Mohammad Nabi,Mohammed Shami,6,4,1,66.66666666666666,bowled,Unknown
Mohammad Nabi,Mohsin Khan,1,1,0,100.0,,Unknown
Mohammad Nabi,Mujeeb Ur Rahman,6,16,0,266.66666666666663,,Unknown
Mohammad Nabi,Mukesh Kumar,1,1,0,100.0,,Unknown
Mohammad Nabi,Mustafizur Rahman,4,3,1,75.0,caught,Unknown
Mohammad Nabi,Navdeep Saini,3,4,1,133.33333333333331,caught,Unknown
Mohammad Nabi,PP Chawla,2,1,1,50.0,caught,Unknown
Mohammad Nabi,R Ashwin,6,7,0,116.66666666666667,,Unknown
Mohammad Nabi,R Tewatia,3,13,0,433.3333333333333,,Unknown
Mohammad Nabi,RD Chahar,5,3,0,60.0,,Unknown
Mohammad Nabi,Rasikh Salam,3,6,1,200.0,caught,Unknown
Mohammad Nabi,SL Malinga,7,15,0,214.28571428571428,,Unknown
Mohammad Nabi,SM Curran,4,7,0,175.0,,Unknown
Mohammad Nabi,Sandeep Sharma,8,3,1,37.5,caught,Unknown
Mohammad Nabi,Shakib Al Hasan,2,2,0,100.0,,Unknown
Mohammad Nabi,Shivam Mavi,4,5,0,125.0,,Unknown
Mohammad Nabi,TA Boult,3,2,0,66.66666666666666,,Unknown
Mohammad Nabi,YS Chahal,2,1,1,50.0,caught and bowled,Unknown
Mohammed Shami,AD Russell,1,0,0,0.0,,Unknown
Mohammed Shami,AR Patel,3,1,1,33.33333333333333,bowled,Unknown
Mohammed Shami,Avesh Khan,4,12,0,300.0,,Unknown
Mohammed Shami,B Kumar,1,0,1,0.0,caught,Unknown
Mohammed Shami,CR Woakes,1,0,0,0.0,,Unknown
Mohammed Shami,DJ Bravo,6,3,0,50.0,,Unknown
Mohammed Shami,HV Patel,2,8,0,400.0,,Unknown
Mohammed Shami,Harbhajan Singh,3,6,1,200.0,caught,Unknown
Mohammed Shami,JD Unadkat,4,2,1,50.0,caught,Unknown
Mohammed Shami,JJ Bumrah,1,1,0,100.0,,Unknown
Mohammed Shami,JP Faulkner,2,4,0,200.0,,Unknown
Mohammed Shami,K Rabada,1,0,1,0.0,run out,Unknown
Mohammed Shami,KK Ahmed,2,2,0,100.0,,Unknown
Mohammed Shami,KK Cooper,6,2,1,33.33333333333333,caught,Unknown
Mohammed Shami,KV Sharma,1,1,0,100.0,,Unknown
Mohammed Shami,Kuldeep Yadav,3,5,0,166.66666666666669,,Unknown
Mohammed Shami,M Pathirana,4,1,1,25.0,caught,Unknown
Mohammed Shami,M Prasidh Krishna,1,1,0,100.0,,Unknown
Mohammed Shami,MA Starc,1,1,0,100.0,,Unknown
Mohammed Shami,P Negi,3,1,1,33.33333333333333,stumped,Unknown
Mohammed Shami,PJ Cummins,1,0,0,0.0,,Unknown
Mohammed Shami,R Ashwin,3,0,1,0.0,caught,Unknown
Mohammed Shami,RA Jadeja,1,1,0,100.0,,Unknown
Mohammed Shami,Rashid Khan,1,0,1,0.0,lbw,Spin
Mohammed Shami,S Kaul,1,1,1,100.0,run out,Unknown
Mohammed Shami,S Sreesanth,2,0,0,0.0,,Unknown
Mohammed Shami,SM Boland,3,2,0,66.66666666666666,,Unknown
Mohammed Shami,SM Curran,5,5,0,100.0,,Unknown
Mohammed Shami,SN Thakur,1,1,0,100.0,,Unknown
Mohammed Shami,SP Narine,3,2,1,66.66666666666666,caught,Unknown
Mohammed Shami,SW Tait,2,3,0,150.0,,Unknown
Mohammed Shami,Sandeep Sharma,2,2,0,100.0,,Unknown
Mohammed Shami,TA Boult,1,1,0,100.0,,Unknown
Mohammed Shami,TU Deshpande,3,4,0,133.33333333333331,,Unknown
Mohammed Shami,VR Aaron,3,1,1,33.33333333333333,caught,Unknown
Mohammed Siraj,A Nortje,4,5,1,125.0,bowled,Unknown
Mohammed Siraj,AD Russell,4,1,1,25.0,caught,Unknown
Mohammed Siraj,Arshdeep Singh,7,5,0,71.42857142857143,,Unknown
Mohammed Siraj,B Kumar,1,0,1,0.0,caught,Unknown
Mohammed Siraj,B Laughlin,4,5,0,125.0,,Unknown
Mohammed Siraj,CH Morris,5,1,1,20.0,lbw,Unknown
Mohammed Siraj,CJ Jordan,3,5,0,166.66666666666669,,Unknown
Mohammed Siraj,CV Varun,1,2,0,200.0,,Unknown
Mohammed Siraj,DJ Bravo,14,22,1,157.14285714285714,run out,Unknown
Mohammed Siraj,JC Archer,5,3,0,60.0,,Unknown
Mohammed Siraj,JD Unadkat,4,6,1,150.0,caught,Unknown
Mohammed Siraj,JO Holder,4,3,0,75.0,,Unknown
Mohammed Siraj,K Rabada,4,4,0,100.0,,Unknown
Mohammed Siraj,KR Sen,1,1,0,100.0,,Unknown
Mohammed Siraj,L Ngidi,3,0,0,0.0,,Unknown
Mohammed Siraj,M Jansen,1,0,0,0.0,,Unknown
Mohammed Siraj,M Prasidh Krishna,9,9,1,100.0,caught,Unknown
Mohammed Siraj,Mohammed Shami,1,0,0,0.0,,Unknown
Mohammed Siraj,Mustafizur Rahman,3,8,0,266.66666666666663,,Unknown
Mohammed Siraj,Naveen-ul-Haq,4,0,2,0.0,caught,Unknown
Mohammed Siraj,RA Jadeja,3,0,0,0.0,,Unknown
Mohammed Siraj,RD Chahar,2,0,0,0.0,,Unknown
Mohammed Siraj,Rashid Khan,2,0,0,0.0,,Spin
Mohammed Siraj,Ravi Bishnoi,5,12,0,240.0,,Unknown
Mohammed Siraj,SM Curran,2,1,0,50.0,,Unknown
Mohammed Siraj,SN Thakur,8,1,0,12.5,,Unknown
Mohammed Siraj,Sandeep Sharma,4,3,0,75.0,,Unknown
Mohammed Siraj,T Natarajan,9,11,0,122.22222222222223,,Unknown
Mohammed Siraj,V Shankar,4,1,1,25.0,run out,Unknown
Mohammed Siraj,Yash Thakur,1,0,0,0.0,,Unknown
Mohit Rathee,B Kumar,2,1,0,50.0,,Unknown
Mohsin Khan,Akash Madhwal,1,0,1,0.0,bowled,Unknown
Mohsin Khan,Arshdeep Singh,4,7,0,175.0,,Unknown
Mohsin Khan,CJ Jordan,6,0,0,0.0,,Unknown
Mohsin Khan,M Prasidh Krishna,3,1,0,33.33333333333333,,Unknown
Mohsin Khan,OC McCoy,6,7,0,116.66666666666667,,Unknown
Mohsin Khan,R Sai Kishore,3,1,1,33.33333333333333,caught,Unknown
Mohsin Khan,RD Chahar,2,6,0,300.0,,Unknown
Mohsin Khan,SM Curran,1,2,0,200.0,,Unknown
Mohsin Khan,YS Chahal,1,1,0,100.0,,Unknown
Mujeeb Ur Rahman,Basil Thampi,1,0,0,0.0,,Unknown
Mujeeb Ur Rahman,CR Woakes,1,0,1,0.0,caught,Unknown
Mujeeb Ur Rahman,DS Kulkarni,1,0,0,0.0,,Unknown
Mujeeb Ur Rahman,KK Ahmed,1,0,1,0.0,caught,Unknown
Mujeeb Ur Rahman,Rashid Khan,4,9,0,225.0,,Spin
Mujeeb Ur Rahman,S Kaul,2,2,0,100.0,,Unknown
Mujeeb Ur Rahman,Sandeep Sharma,3,0,1,0.0,bowled,Unknown
Mujeeb Ur Rahman,TA Boult,1,1,0,100.0,,Unknown
Mujeeb Ur Rahman,YS Chahal,1,0,0,0.0,,Unknown
Mukesh Choudhary,DR Sams,1,0,0,0.0,,Unknown
Mukesh Choudhary,RD Chahar,2,2,0,100.0,,Unknown
Mukesh Choudhary,Ramandeep Singh,3,4,0,133.33333333333331,,Unknown
Mukesh Kumar,Arshdeep Singh,2,2,0,100.0,,Unknown
Mukesh Kumar,C Green,4,1,0,25.0,,Unknown
Mukesh Kumar,LH Ferguson,3,1,1,33.33333333333333,caught,Unknown
Mukesh Kumar,MA Wood,1,0,0,0.0,,Unknown
Mukesh Kumar,NT Ellis,6,4,0,66.66666666666666,,Unknown
Mukesh Kumar,Sandeep Sharma,1,1,0,100.0,,Unknown
Mukesh Kumar,T Natarajan,2,0,0,0.0,,Unknown
Mukesh Kumar,Yash Dayal,1,1,0,100.0,,Unknown
Mustafizur Rahman,Basil Thampi,3,1,1,33.33333333333333,caught,Unknown
Mustafizur Rahman,HH Pandya,2,1,0,50.0,,Unknown
Mustafizur Rahman,Mohammed Shami,2,1,0,50.0,,Unknown
Mustafizur Rahman,NM Coulter-Nile,1,1,0,100.0,,Unknown
Mustafizur Rahman,R Tewatia,1,1,0,100.0,,Unknown
Mustafizur Rahman,RP Meredith,1,1,0,100.0,,Unknown
Mustafizur Rahman,SN Thakur,4,0,0,0.0,,Unknown
Mustafizur Rahman,SP Narine,3,0,0,0.0,,Unknown
Mustafizur Rahman,TA Boult,6,7,0,116.66666666666667,,Unknown
N Jagadeesan,AS Joseph,4,2,0,50.0,,Unknown
N Jagadeesan,Akash Singh,1,1,0,100.0,,Unknown
N Jagadeesan,Arjun Tendulkar,1,0,0,0.0,,Unknown
N Jagadeesan,B Kumar,4,7,0,175.0,,Unknown
N Jagadeesan,C Green,5,0,1,0.0,caught,Unknown
N Jagadeesan,CH Morris,2,0,0,0.0,,Unknown
N Jagadeesan,DJ Willey,11,14,0,127.27272727272727,,Unknown
N Jagadeesan,HH Pandya,7,12,0,171.42857142857142,,Unknown
N Jagadeesan,HV Patel,4,5,0,125.0,,Unknown
N Jagadeesan,I Udana,2,2,0,100.0,,Unknown
N Jagadeesan,J Little,8,6,1,75.0,caught,Unknown
N Jagadeesan,JJ Bumrah,1,0,1,0.0,caught,Unknown
N Jagadeesan,M Jansen,3,2,0,66.66666666666666,,Unknown
N Jagadeesan,M Markande,7,11,1,157.14285714285714,caught,Unknown
N Jagadeesan,Mohammed Shami,15,13,1,86.66666666666667,lbw,Unknown
N Jagadeesan,Mohammed Siraj,4,1,0,25.0,,Unknown
N Jagadeesan,Navdeep Saini,3,1,1,33.33333333333333,run out,Unknown
N Jagadeesan,OC McCoy,3,0,1,0.0,caught,Unknown
N Jagadeesan,PWH de Silva,6,2,0,33.33333333333333,,Unknown
N Jagadeesan,R Ashwin,1,1,0,100.0,,Unknown
N Jagadeesan,R Sai Kishore,12,23,0,191.66666666666669,,Unknown
N Jagadeesan,Rashid Khan,5,4,0,80.0,,Spin
N Jagadeesan,S Dube,5,8,0,160.0,,Unknown
N Jagadeesan,Shahbaz Ahmed,1,1,0,100.0,,Unknown
N Jagadeesan,T Natarajan,4,11,0,275.0,,Unknown
N Jagadeesan,TU Deshpande,2,0,1,0.0,caught,Unknown
N Jagadeesan,Vijaykumar Vyshak,4,4,1,100.0,caught,Unknown
N Jagadeesan,Washington Sundar,8,8,0,100.0,,Unknown
N Jagadeesan,YS Chahal,13,19,0,146.15384615384613,,Unknown
N Jagadeesan,Yash Dayal,9,4,0,44.44444444444444,,Unknown
N Pooran,A Kamboj,13,28,0,215.3846153846154,,Unknown
N Pooran,A Nortje,11,23,0,209.0909090909091,,Unknown
N Pooran,AD Russell,16,14,1,87.5,caught,Unknown
N Pooran,AJ Tye,3,2,0,66.66666666666666,,Unknown
N Pooran,AR Patel,8,28,0,350.0,,Unknown
N Pooran,AS Joseph,3,2,0,66.66666666666666,,Unknown
N Pooran,AU Rashid,4,4,0,100.0,,Unknown
N Pooran,Abdul Samad,6,28,0,466.6666666666667,,Unknown
N Pooran,Abhishek Sharma,7,32,0,457.1428571428571,,Unknown
N Pooran,Akash Madhwal,9,7,1,77.77777777777779,caught,Unknown
N Pooran,Arjun Tendulkar,2,12,0,600.0,,Unknown
N Pooran,Arshdeep Singh,27,43,1,159.25925925925927,lbw,Unknown
N Pooran,Avesh Khan,17,14,2,82.35294117647058,caught,Unknown
N Pooran,B Kumar,6,11,0,183.33333333333331,,Unknown
N Pooran,BA Stokes,5,1,2,20.0,caught,Unknown
N Pooran,C Sakariya,5,11,0,220.00000000000003,,Unknown
N Pooran,CH Morris,6,5,1,83.33333333333334,caught,Unknown
N Pooran,CR Woakes,2,2,0,100.0,,Unknown
N Pooran,CV Varun,45,68,2,151.11111111111111,"bowled, caught",Unknown
N Pooran,D Pretorius,13,21,0,161.53846153846155,,Unknown
N Pooran,DG Nalkande,3,8,0,266.66666666666663,,Unknown
N Pooran,DJ Bravo,14,26,0,185.71428571428572,,Unknown
N Pooran,DJ Willey,2,7,0,350.0,,Unknown
N Pooran,DL Chahar,2,0,1,0.0,caught,Unknown
N Pooran,DR Sams,4,1,0,25.0,,Unknown
N Pooran,Fazalhaq Farooqi,2,6,0,300.0,,Unknown
N Pooran,GJ Maxwell,1,0,0,0.0,,Unknown
N Pooran,Gulbadin Naib,5,11,0,220.00000000000003,,Unknown
N Pooran,HF Gurney,4,10,0,250.0,,Unknown
N Pooran,HH Pandya,14,27,0,192.85714285714286,,Unknown
N Pooran,HV Patel,15,28,0,186.66666666666666,,Unknown
N Pooran,Harbhajan Singh,5,7,0,140.0,,Unknown
N Pooran,Harpreet Brar,5,10,0,200.0,,Unknown
N Pooran,Harshit Rana,13,16,0,123.07692307692308,,Unknown
N Pooran,I Sharma,2,1,0,50.0,,Unknown
N Pooran,Imran Tahir,9,10,0,111.11111111111111,,Unknown
N Pooran,J Yadav,2,1,0,50.0,,Unknown
N Pooran,JC Archer,12,20,1,166.66666666666669,caught,Unknown
N Pooran,JD Unadkat,10,11,0,110.00000000000001,,Unknown
N Pooran,JJ Bumrah,19,13,3,68.42105263157895,"caught, lbw",Unknown
N Pooran,JL Pattinson,6,8,1,133.33333333333331,caught,Unknown
N Pooran,JO Holder,18,32,0,177.77777777777777,,Unknown
N Pooran,JP Behrendorff,2,1,0,50.0,,Unknown
N Pooran,K Rabada,28,32,4,114.28571428571428,"bowled, caught",Unknown
N Pooran,KA Jamieson,1,0,1,0.0,caught,Unknown
N Pooran,KA Pollard,4,13,0,325.0,,Unknown
N Pooran,KH Pandya,18,25,0,138.88888888888889,,Unknown
N Pooran,KK Ahmed,35,67,2,191.42857142857144,caught,Unknown
N Pooran,KL Nagarkoti,2,10,0,500.0,,Unknown
N Pooran,KV Sharma,9,21,1,233.33333333333334,caught,Unknown
N Pooran,Kartik Tyagi,8,10,1,125.0,caught,Unknown
N Pooran,Kuldeep Yadav,22,25,1,113.63636363636364,bowled,Unknown
N Pooran,L Ngidi,3,0,0,0.0,,Unknown
N Pooran,LH Ferguson,9,14,0,155.55555555555557,,Unknown
N Pooran,LS Livingstone,11,22,0,200.0,,Unknown
N Pooran,M Markande,4,12,0,300.0,,Unknown
N Pooran,M Pathirana,18,21,2,116.66666666666667,caught,Unknown
N Pooran,M Prasidh Krishna,11,3,0,27.27272727272727,,Unknown
N Pooran,M Theekshana,15,17,0,113.33333333333333,,Unknown
N Pooran,MA Starc,1,0,1,0.0,caught,Unknown
N Pooran,MJ Santner,5,4,0,80.0,,Unknown
N Pooran,MM Ali,18,23,0,127.77777777777777,,Unknown
N Pooran,MM Sharma,3,7,0,233.33333333333334,,Unknown
N Pooran,MP Stoinis,5,11,0,220.00000000000003,,Unknown
N Pooran,MR Marsh,4,2,0,50.0,,Unknown
N Pooran,Mohammad Nabi,6,11,0,183.33333333333331,,Unknown
N Pooran,Mohammed Shami,7,9,1,128.57142857142858,caught,Unknown
N Pooran,Mohammed Siraj,17,24,1,141.1764705882353,caught,Unknown
N Pooran,Mukesh Choudhary,7,23,0,328.57142857142856,,Unknown
N Pooran,Mukesh Kumar,12,20,1,166.66666666666669,caught,Unknown
N Pooran,Mustafizur Rahman,16,30,0,187.5,,Unknown
N Pooran,N Burger,2,2,0,100.0,,Unknown
N Pooran,N Rana,2,0,1,0.0,caught,Unknown
N Pooran,N Thushara,8,9,1,112.5,caught,Unknown
N Pooran,NT Ellis,5,1,1,20.0,caught,Unknown
N Pooran,Naman Dhir,3,11,0,366.66666666666663,,Unknown
N Pooran,Navdeep Saini,7,7,1,100.0,caught,Unknown
N Pooran,Noor Ahmad,8,2,2,25.0,caught,Unknown
N Pooran,PJ Cummins,9,22,0,244.44444444444446,,Unknown
N Pooran,PP Chawla,10,18,0,180.0,,Unknown
N Pooran,PWH de Silva,7,12,1,171.42857142857142,caught,Unknown
N Pooran,R Ashwin,28,30,2,107.14285714285714,"bowled, run out",Unknown
N Pooran,R Parag,4,11,0,275.0,,Unknown
N Pooran,R Shepherd,3,1,0,33.33333333333333,,Unknown
N Pooran,R Tewatia,3,2,0,66.66666666666666,,Unknown
N Pooran,RA Jadeja,28,46,1,164.28571428571428,caught,Unknown
N Pooran,RD Chahar,26,52,0,200.0,,Unknown
N Pooran,RJW Topley,8,20,0,250.0,,Unknown
N Pooran,RP Meredith,7,15,1,214.28571428571428,caught,Unknown
N Pooran,RS Hangargekar,5,14,0,280.0,,Unknown
N Pooran,Ramandeep Singh,4,4,0,100.0,,Unknown
N Pooran,Rashid Khan,29,27,1,93.10344827586206,caught,Spin
N Pooran,Ravi Bishnoi,7,6,0,85.71428571428571,,Unknown
N Pooran,S Dube,1,0,1,0.0,caught,Unknown
N Pooran,S Gopal,4,4,0,100.0,,Unknown
N Pooran,S Sandeep Warrier,5,6,0,120.0,,Unknown
N Pooran,SH Johnson,9,8,0,88.88888888888889,,Unknown
N Pooran,SM Curran,5,10,0,200.0,,Unknown
N Pooran,SN Thakur,21,53,4,252.38095238095238,caught,Unknown
N Pooran,SP Narine,33,25,2,75.75757575757575,"bowled, caught and bowled",Unknown
N Pooran,Sandeep Sharma,24,33,2,137.5,"caught and bowled, caught",Unknown
N Pooran,Shahbaz Ahmed,3,2,0,66.66666666666666,,Unknown
N Pooran,Suyash Sharma,5,11,0,220.00000000000003,,Unknown
N Pooran,T Natarajan,32,52,0,162.5,,Unknown
N Pooran,T Stubbs,1,1,0,100.0,,Unknown
N Pooran,TA Boult,10,19,1,190.0,lbw,Unknown
N Pooran,TG Southee,1,1,0,100.0,,Unknown
N Pooran,TK Curran,3,9,0,300.0,,Unknown
N Pooran,TU Deshpande,12,21,1,175.0,caught,Unknown
N Pooran,UT Yadav,6,7,0,116.66666666666667,,Unknown
N Pooran,V Viyaskanth,7,13,0,185.71428571428572,,Unknown
N Pooran,VG Arora,13,22,0,169.23076923076923,,Unknown
N Pooran,VR Aaron,4,12,0,300.0,,Unknown
N Pooran,WD Parnell,4,15,0,375.0,,Unknown
N Pooran,Washington Sundar,15,24,0,160.0,,Unknown
N Pooran,YS Chahal,30,37,1,123.33333333333334,caught,Unknown
N Pooran,Yash Dayal,6,6,0,100.0,,Unknown
N Rana,A Choudhary,6,6,0,100.0,,Unknown
N Rana,A Kamboj,6,7,0,116.66666666666667,,Unknown
N Rana,A Mishra,12,16,0,133.33333333333331,,Unknown
N Rana,A Nehra,4,6,0,150.0,,Unknown
N Rana,A Nortje,25,26,1,104.0,caught,Unknown
N Rana,A Zampa,10,15,1,150.0,caught,Unknown
N Rana,AF Milne,3,3,0,100.0,,Unknown
N Rana,AJ Tye,14,12,1,85.71428571428571,caught,Unknown
N Rana,AK Markram,7,5,1,71.42857142857143,caught and bowled,Unknown
N Rana,AR Patel,32,37,2,115.625,"caught, stumped",Unknown
N Rana,AS Joseph,10,13,1,130.0,caught,Unknown
N Rana,AS Rajpoot,8,11,1,137.5,caught,Unknown
N Rana,Akash Deep,5,10,1,200.0,caught,Unknown
