batter,matches,total_runs,balls_faced,fours,sixes,dismissals,strike_rate,batting_average,powerplay_runs,death_overs_runs,StrikeRate_Powerplay,StrikeRate_DeathOvers,Boundary_Percentage,Impact
GR Napier,1,15,16,1,0,1,93.75,15.0,0.0,0.0,0.0,0.0,26.666666666666668,14.0625
Gulbadin Naib,1,19,15,1,1,1,126.66666666666666,19.0,0.0,8.0,0.0,53.333333333333336,52.63157894736842,24.066666666666666
Gurkeerat Singh,32,511,411,55,11,27,124.330900243309,18.925925925925927,35.0,201.0,8.51581508515815,48.9051094890511,55.96868884540117,23.53077408308552
H Das,1,2,5,0,0,1,40.0,2.0,0.0,2.0,0.0,40.0,0.0,0.8
H Klaasen,32,987,580,56,64,26,170.17241379310343,37.96153846153846,61.0,305.0,10.517241379310345,52.58620689655172,61.60081053698075,64.60006631299734
HC Brook,11,186,152,22,4,9,122.36842105263158,20.666666666666668,96.0,29.0,63.1578947368421,19.078947368421055,60.215053763440864,25.289473684210524
HE van der Dussen,3,22,22,2,0,2,100.0,11.0,0.0,12.0,0.0,54.54545454545454,36.36363636363637,11.0
HF Gurney,1,1,5,0,0,0,20.0,inf,0.0,1.0,0.0,20.0,0.0,inf
HH Gibbs,36,886,781,83,31,32,113.44430217669654,27.6875,447.0,61.0,57.234314980793854,7.810499359795134,58.465011286681715,31.40989116517285
HH Pandya,128,2521,1707,188,137,88,147.68599882835383,28.647727272727277,168.0,1114.0,9.84182776801406,65.26069127123608,62.435541451804845,42.30868216435001
HM Amla,16,575,397,60,21,13,144.83627204030228,44.23076923076923,261.0,79.0,65.74307304785894,19.899244332493705,63.65217391304348,64.06219724859524
HR Shokeen,5,66,63,9,0,3,104.76190476190476,22.0,1.0,18.0,1.5873015873015872,28.57142857142857,54.54545454545454,23.047619047619047
HV Patel,37,249,200,16,15,25,124.5,9.96,0.0,163.0,0.0,81.5,61.84738955823293,12.400200000000002
Harbhajan Singh,84,795,562,74,41,52,141.4590747330961,15.288461538461538,62.0,544.0,11.032028469750891,96.79715302491103,68.17610062893081,21.62691623323296
Harmeet Singh,4,18,12,3,0,2,150.0,9.0,0.0,18.0,0.0,150.0,66.66666666666666,13.5
Harpreet Brar,24,233,182,19,9,12,128.021978021978,19.416666666666668,0.0,174.0,0.0,95.6043956043956,55.793991416309005,24.857600732600726
Harpreet Singh,5,99,89,9,3,4,111.23595505617978,24.75,30.0,15.0,33.70786516853933,16.853932584269664,54.54545454545454,27.530898876404493
Harshit Rana,3,2,3,0,0,2,66.66666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666665
I Malhotra,1,7,4,1,0,0,175.0,inf,0.0,7.0,0.0,175.0,57.14285714285714,inf
I Sharma,21,57,67,4,2,7,85.07462686567165,8.142857142857142,0.0,44.0,0.0,65.67164179104478,49.122807017543856,6.927505330490406
I Udana,4,15,11,1,1,3,136.36363636363637,5.0,0.0,15.0,0.0,136.36363636363635,66.66666666666666,6.818181818181818
IK Pathan,76,1074,849,83,36,49,126.50176678445231,21.918367346938776,92.0,537.0,10.836277974087162,63.25088339222616,51.02420856610801,27.727121944184038
IR Jaggi,6,66,88,6,0,5,75.0,13.2,25.0,2.0,28.40909090909091,2.272727272727273,36.36363636363637,9.9
IS Sodhi,2,7,17,0,0,2,41.17647058823529,3.5,0.0,2.0,0.0,11.76470588235294,0.0,1.441176470588235
Imran Tahir,8,33,36,5,0,4,91.66666666666666,8.25,0.0,29.0,0.0,80.55555555555556,60.60606060606061,7.562499999999999
Iqbal Abdulla,11,75,68,8,1,1,110.29411764705884,75.0,0.0,47.0,0.0,69.11764705882352,50.66666666666667,82.72058823529413
Ishan Kishan,99,2635,1914,254,119,91,137.6698014629049,28.95604395604396,1247.0,177.0,65.15151515151516,9.247648902821316,65.65464895635674,39.863728225797196
J Arunkumar,3,23,22,5,0,3,104.54545454545456,7.666666666666667,23.0,0.0,104.54545454545455,0.0,86.95652173913044,8.015151515151516
J Botha,25,375,324,34,5,21,115.74074074074076,17.857142857142858,43.0,128.0,13.271604938271606,39.50617283950617,44.266666666666666,20.667989417989425
J Fraser-McGurk,9,324,136,32,27,8,238.23529411764704,40.5,260.0,0.0,191.1764705882353,0.0,89.50617283950618,96.48529411764704
J Suchith,8,70,57,6,3,4,122.80701754385966,17.5,0.0,46.0,0.0,80.7017543859649,60.0,21.49122807017544
J Syed Mohammad,5,29,26,4,0,2,111.53846153846156,14.5,0.0,20.0,0.0,76.92307692307693,55.172413793103445,16.173076923076927
J Theron,4,10,12,1,0,2,83.33333333333334,5.0,0.0,10.0,0.0,83.33333333333334,40.0,4.166666666666668
J Yadav,4,40,36,2,1,2,111.11111111111111,20.0,0.0,25.0,0.0,69.44444444444444,35.0,22.22222222222222
JA Morkel,62,929,637,59,52,38,145.83987441130296,24.44736842105263,18.0,527.0,2.8257456828885403,82.73155416012558,58.988159311087195,35.654011402131694
JA Richardson,3,17,26,2,0,3,65.38461538461539,5.666666666666667,0.0,2.0,0.0,7.6923076923076925,47.05882352941176,3.7051282051282057
JC Archer,23,186,123,11,12,13,151.21951219512195,14.307692307692308,0.0,162.0,0.0,131.70731707317074,62.365591397849464,21.636022514071296
JC Buttler,106,3559,2373,354,159,94,149.9789296249473,37.861702127659576,1608.0,403.0,67.76232616940582,16.982722292456806,66.59173925259904,56.78457558884974
JD Ryder,5,56,48,9,0,5,116.66666666666669,11.2,53.0,0.0,110.41666666666667,0.0,64.28571428571429,13.066666666666668
JD Unadkat,27,197,161,16,7,14,122.36024844720497,14.071428571428571,0.0,148.0,0.0,91.92546583850931,53.80710659898477,17.217834960070984
JDP Oram,10,106,103,6,5,7,102.9126213592233,15.142857142857142,0.0,50.0,0.0,48.54368932038835,50.943396226415096,15.58391123439667
JDS Neesham,10,92,92,6,2,8,100.0,11.5,0.0,32.0,0.0,34.78260869565217,39.130434782608695,11.5
JE Root,1,10,15,1,0,1,66.66666666666666,10.0,10.0,0.0,66.66666666666666,0.0,40.0,6.666666666666665
JEC Franklin,13,264,224,20,7,8,117.85714285714286,33.0,40.0,77.0,17.857142857142858,34.375,46.21212121212121,38.89285714285714
JH Kallis,89,2352,2099,248,44,83,112.0533587422582,28.33734939759036,990.0,303.0,47.16531681753216,14.435445450214388,53.40136054421769,31.752951778529066
JJ Bumrah,25,68,76,5,1,7,89.47368421052632,9.714285714285714,0.0,62.0,0.0,81.57894736842105,38.23529411764706,8.69172932330827
JJ Roy,21,614,433,75,21,18,141.8013856812933,34.111111111111114,380.0,34.0,87.75981524249423,7.852193995381063,69.38110749185668,48.37002822684117
JJ van der Wath,3,18,16,1,1,2,112.5,9.0,0.0,14.0,0.0,87.5,55.55555555555556,10.125
JL Denly,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
JL Pattinson,2,15,13,2,0,1,115.38461538461536,15.0,0.0,15.0,0.0,115.38461538461537,53.333333333333336,17.307692307692307
JM Bairstow,50,1587,1079,166,69,48,147.08063021316033,33.0625,864.0,45.0,80.07414272474513,4.170528266913809,67.9269061121613,48.62853336422613
JM Kemp,2,26,24,1,1,2,108.33333333333331,13.0,2.0,3.0,8.333333333333332,12.5,38.46153846153847,14.08333333333333
JM Sharma,36,723,476,53,44,32,151.890756302521,22.59375,11.0,192.0,2.3109243697478994,40.33613445378151,65.83679114799446,34.31781775210084
JO Holder,27,259,206,13,18,21,125.72815533980584,12.333333333333334,12.0,151.0,5.825242718446602,73.30097087378641,61.77606177606177,15.506472491909387
JP Behrendorff,2,6,9,0,0,0,66.66666666666666,inf,0.0,6.0,0.0,66.66666666666666,0.0,inf
JP Duminy,71,1943,1513,125,77,47,128.42035690680763,41.340425531914896,235.0,675.0,15.53205551883675,44.61335095836087,49.51106536284097,53.08952201487813
JP Faulkner,42,499,359,35,22,27,138.9972144846797,18.48148148148148,14.0,361.0,3.8997214484679668,100.55710306406684,54.50901803607214,25.68874445476117
JPR Scantlebury-Searles,2,8,6,0,1,1,133.33333333333331,8.0,0.0,8.0,0.0,133.33333333333331,75.0,10.666666666666664
JR Hazlewood,6,19,28,1,0,0,67.85714285714286,inf,0.0,16.0,0.0,57.14285714285714,21.052631578947366,inf
JR Hopes,18,404,300,48,10,17,134.66666666666666,23.764705882352946,167.0,40.0,55.666666666666664,13.333333333333334,62.37623762376238,32.003137254901965
JR Philippe,5,78,76,9,1,4,102.63157894736842,19.5,51.0,1.0,67.10526315789474,1.3157894736842104,53.84615384615385,20.013157894736842
Jaskaran Singh,4,8,11,0,0,2,72.72727272727273,4.0,0.0,7.0,0.0,63.63636363636363,0.0,2.909090909090909
Joginder Sharma,5,36,30,1,2,4,120.0,9.0,0.0,29.0,0.0,96.66666666666667,44.44444444444444,10.8
K Goel,16,218,223,17,9,13,97.75784753363229,16.76923076923077,160.0,24.0,71.74887892376681,10.762331838565023,55.96330275229357,16.393239047947567
K Gowtham,26,247,145,15,17,18,170.34482758620692,13.72222222222222,8.0,152.0,5.517241379310345,104.82758620689656,65.58704453441295,23.375095785440614
K Kartikeya,2,9,11,1,0,2,81.81818181818183,4.5,0.0,8.0,0.0,72.72727272727273,44.44444444444444,3.6818181818181825
K Rabada,27,206,188,16,8,16,109.57446808510636,12.875,1.0,145.0,0.5319148936170213,77.12765957446808,54.36893203883495,14.107712765957444
K Yadav,1,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
KA Jamieson,7,65,51,5,3,3,127.45098039215684,21.666666666666668,0.0,45.0,0.0,88.23529411764706,58.46153846153847,27.614379084967318
KA Maharaj,1,1,2,0,0,1,50.0,1.0,0.0,1.0,0.0,50.0,0.0,0.5
KA Pollard,165,3357,2217,217,218,126,151.42083897158324,26.642857142857142,53.0,1638.0,2.390617952187641,73.88362652232748,64.81977956508787,40.34283781171467
KAJ Roach,1,10,9,1,0,1,111.11111111111111,10.0,0.0,1.0,0.0,11.11111111111111,40.0,11.11111111111111
KB Arun Karthik,8,51,46,4,1,5,110.86956521739133,10.2,0.0,25.0,0.0,54.347826086956516,43.13725490196079,11.308695652173915
KC Cariappa,5,24,21,0,2,3,114.28571428571428,8.0,0.0,12.0,0.0,57.14285714285714,50.0,9.142857142857142
KC Sangakkara,62,1475,1201,169,24,63,122.81432139883432,23.41269841269841,507.0,115.0,42.214820982514574,9.575353871773522,55.59322033898305,28.75414667671121
KD Karthik,226,4617,3330,442,153,179,138.64864864864865,25.793296089385475,363.0,1542.0,10.9009009009009,46.306306306306304,58.17630495993069,35.7620564698777
KH Pandya,106,1643,1209,143,61,74,135.8974358974359,22.2027027027027,74.0,529.0,6.120760959470637,43.75516956162117,57.09068776628119,30.172903672903676
KJ Abbott,3,13,8,0,1,1,162.5,13.0,0.0,13.0,0.0,162.5,46.15384615384615,21.125
KK Ahmed,5,1,7,0,0,5,14.285714285714285,0.2,0.0,1.0,0.0,14.285714285714285,0.0,0.02857142857142857
KK Cooper,12,115,66,9,8,9,174.24242424242425,12.77777777777778,7.0,66.0,10.606060606060606,100.0,73.04347826086956,22.26430976430977
KK Nair,68,1491,1148,160,39,65,129.8780487804878,22.93846153846154,500.0,211.0,43.55400696864111,18.37979094076655,58.61837692823608,29.79202626641651
KL Nagarkoti,7,22,33,1,0,4,66.66666666666666,5.5,0.0,15.0,0.0,45.45454545454545,18.181818181818183,3.666666666666666
KL Rahul,122,4680,3428,400,186,106,136.52275379229872,44.15094339622642,2010.0,585.0,58.63477246207701,17.06534422403734,58.03418803418804,60.276083749807356
KM Asif,1,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
KM Jadhav,76,1148,911,99,38,50,126.01536772777168,22.96,67.0,427.0,7.354555433589462,46.8715697036224,54.35540069686411,28.933128430296378
KMA Paul,5,18,22,1,1,4,81.81818181818183,4.5,0.0,18.0,0.0,81.81818181818183,55.55555555555556,3.6818181818181825
KMDN Kulasekara,1,5,2,1,0,0,250.0,inf,0.0,5.0,0.0,250.0,80.0,inf
KP Appanna,2,2,3,0,0,1,66.66666666666666,2.0,0.0,2.0,0.0,66.66666666666666,0.0,1.333333333333333
KP Pietersen,34,941,680,89,35,26,138.38235294117646,36.19230769230769,355.0,110.0,52.20588235294118,16.176470588235293,60.148777895855474,50.08376696832579
KR Mayers,13,373,253,38,21,13,147.4308300395257,28.692307692307693,276.0,0.0,109.09090909090908,0.0,74.53083109919572,42.301307388263915
KR Sen,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
KS Bharat,8,198,158,12,8,7,125.31645569620254,28.285714285714285,64.0,26.0,40.50632911392405,16.455696202531644,48.484848484848484,35.44665461121158
KS Sharma,3,16,25,1,0,3,64.0,5.333333333333333,10.0,0.0,40.0,0.0,25.0,3.413333333333333
KS Williamson,76,2128,1667,187,64,59,127.65446910617877,36.067796610169495,483.0,336.0,28.974205158968207,20.155968806238754,53.19548872180451,46.04215428100821
KV Sharma,38,344,269,20,17,24,127.8810408921933,14.333333333333334,6.0,227.0,2.2304832713754648,84.38661710037175,52.90697674418605,18.329615861214375
KW Richardson,2,2,3,0,0,1,66.66666666666666,2.0,0.0,2.0,0.0,66.66666666666666,0.0,1.333333333333333
Kamran Akmal,6,124,75,12,8,4,165.33333333333334,31.0,47.0,20.0,62.66666666666667,26.666666666666668,77.41935483870968,51.25333333333334
Kamran Khan,1,3,5,0,0,1,60.0,3.0,0.0,0.0,0.0,0.0,0.0,1.8
Karanveer Singh,4,12,17,1,0,1,70.58823529411765,12.0,0.0,8.0,0.0,47.05882352941176,33.33333333333333,8.470588235294118
Kartik Tyagi,6,13,15,1,0,4,86.66666666666667,3.25,0.0,13.0,0.0,86.66666666666667,30.76923076923077,2.816666666666667
Kuldeep Yadav,32,183,212,16,3,10,86.32075471698113,18.3,0.0,146.0,0.0,68.86792452830188,44.80874316939891,15.796698113207547
Kumar Kushagra,3,3,7,0,0,3,42.85714285714285,1.0,2.0,0.0,28.57142857142857,0.0,0.0,0.4285714285714285
L Ablish,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
L Balaji,12,35,45,2,1,7,77.77777777777779,5.0,0.0,31.0,0.0,68.88888888888889,40.0,3.8888888888888893
L Ronchi,5,34,34,6,1,3,100.0,11.333333333333334,34.0,0.0,100.0,0.0,88.23529411764706,11.333333333333336
L Wood,1,9,3,0,1,0,300.0,inf,0.0,9.0,0.0,300.0,66.66666666666666,inf
LA Carseldine,5,80,65,11,0,3,123.07692307692308,26.666666666666668,38.0,17.0,58.46153846153847,26.153846153846157,55.00000000000001,32.820512820512825
LA Pomersbach,16,301,233,25,13,11,129.18454935622316,27.363636363636363,103.0,59.0,44.20600858369099,25.321888412017167,59.136212624584715,35.349590323839244
LB Williams,1,1,2,0,0,0,50.0,inf,0.0,1.0,0.0,50.0,0.0,inf
LE Plunkett,2,1,3,0,0,1,33.33333333333333,1.0,0.0,1.0,0.0,33.33333333333333,0.0,0.33333333333333326
LH Ferguson,7,64,44,5,2,4,145.45454545454547,16.0,0.0,61.0,0.0,138.63636363636365,50.0,23.272727272727273
LMP Simmons,29,1079,835,109,44,27,129.22155688622755,39.96296296296296,542.0,32.0,64.91017964071857,3.8323353293413174,64.87488415199259,51.64076291860724
LPC Silva,3,40,24,5,1,2,166.66666666666669,20.0,9.0,23.0,37.5,95.83333333333334,65.0,33.33333333333334
LR Shukla,32,405,335,33,16,28,120.89552238805967,14.464285714285714,2.0,189.0,0.5970149253731344,56.4179104477612,56.2962962962963,17.486673773987203
LRPL Taylor,45,877,660,59,42,35,132.87878787878788,25.057142857142857,150.0,198.0,22.727272727272727,30.0,55.644241733181296,33.2956277056277
LS Livingstone,39,923,559,64,65,32,165.11627906976744,28.84375,159.0,193.0,28.44364937388193,34.52593917710197,69.98916576381366,47.625726744186046
Lalit Yadav,21,294,277,26,6,15,106.13718411552348,19.6,25.0,75.0,9.025270758122744,27.075812274368232,47.61904761904761,20.802888086642607
Liton Das,1,4,4,1,0,1,100.0,4.0,4.0,0.0,100.0,0.0,100.0,4.0
M Ashwin,12,35,50,2,1,8,70.0,4.375,0.0,28.0,0.0,56.00000000000001,40.0,3.0625
M Jansen,12,66,62,5,2,8,106.4516129032258,8.25,0.0,32.0,0.0,51.61290322580645,48.484848484848484,8.782258064516128
M Kaif,21,251,239,21,6,16,105.02092050209204,15.6875,22.0,28.0,9.205020920502092,11.715481171548117,47.808764940239044,16.47515690376569
M Kartik,9,75,71,5,0,5,105.6338028169014,15.0,0.0,43.0,0.0,60.56338028169014,26.666666666666668,15.845070422535208
M Manhas,19,267,229,24,2,10,116.5938864628821,26.7,11.0,117.0,4.8034934497816595,51.09170305676856,40.44943820224719,31.13056768558952
M Markande,10,48,38,5,1,3,126.3157894736842,16.0,0.0,45.0,0.0,118.42105263157893,54.166666666666664,20.210526315789473
M Morkel,18,121,87,10,5,10,139.08045977011494,12.1,0.0,111.0,0.0,127.58620689655173,57.85123966942148,16.828735632183907
M Muralitharan,8,15,22,1,0,6,68.18181818181817,2.5,0.0,15.0,0.0,68.18181818181817,26.666666666666668,1.7045454545454544
M Ntini,2,11,18,2,0,1,61.11111111111112,11.0,0.0,11.0,0.0,61.111111111111114,72.72727272727273,6.722222222222223
M Prasidh Krishna,7,9,24,0,0,2,37.5,4.5,0.0,9.0,0.0,37.5,0.0,1.6875
M Rawat,10,50,55,4,1,4,90.9090909090909,12.5,0.0,32.0,0.0,58.18181818181818,44.0,11.363636363636363
M Shahrukh Khan,37,553,385,35,37,24,143.63636363636363,23.041666666666668,23.0,259.0,5.974025974025974,67.27272727272727,65.46112115732369,33.09621212121212
M Theekshana,2,7,6,0,1,1,116.66666666666669,7.0,0.0,7.0,0.0,116.66666666666667,85.71428571428571,8.166666666666668
M Vijay,99,2481,1992,233,88,90,124.54819277108432,27.566666666666663,1470.0,74.0,73.79518072289156,3.7148594377510036,58.8472390165256,34.33378514056224
M Vohra,49,1018,774,94,43,47,131.52454780361757,21.659574468085108,647.0,36.0,83.59173126614988,4.651162790697675,62.27897838899804,28.487657375336745
M de Lange,1,1,2,0,0,1,50.0,1.0,0.0,1.0,0.0,50.0,0.0,0.5
MA Agarwal,119,2611,1930,260,95,113,135.28497409326425,23.10619469026549,1348.0,188.0,69.84455958549222,9.740932642487046,61.66219839142091,31.25920950066487
MA Khote,3,24,19,2,1,2,126.3157894736842,12.0,0.0,12.0,0.0,63.1578947368421,58.333333333333336,15.157894736842104
MA Starc,16,105,104,11,0,8,100.96153846153844,13.125,0.0,62.0,0.0,59.61538461538461,41.904761904761905,13.25120192307692
MA Wood,3,12,8,1,1,2,150.0,6.0,0.0,11.0,0.0,137.5,83.33333333333334,9.0
MC Henriques,53,969,759,82,27,38,127.66798418972331,25.5,157.0,264.0,20.685111989459813,34.78260869565217,50.56759545923632,32.555335968379445
MC Juneja,7,125,125,11,1,7,100.0,17.857142857142858,20.0,5.0,16.0,4.0,40.0,17.857142857142858
MD Mishra,11,164,139,18,6,10,117.98561151079136,16.4,107.0,0.0,76.97841726618705,0.0,65.85365853658537,19.34964028776978
MD Shanaka,3,26,26,2,1,2,100.0,13.0,0.0,9.0,0.0,34.61538461538461,53.84615384615385,13.0
MDKJ Perera,1,14,11,3,0,1,127.27272727272728,14.0,14.0,0.0,127.27272727272727,0.0,85.71428571428571,17.81818181818182
MEK Hussey,53,1861,1456,186,51,47,127.81593406593406,39.59574468085106,777.0,159.0,53.36538461538461,10.92032967032967,56.42127888232133,50.609670914192186
MF Maharoof,14,177,120,12,9,10,147.5,17.7,0.0,127.0,0.0,105.83333333333333,57.6271186440678,26.1075
MG Bracewell,4,58,44,6,1,2,131.8181818181818,29.0,2.0,11.0,4.545454545454546,25.0,51.724137931034484,38.22727272727273
MG Johnson,28,166,156,10,7,14,106.4102564102564,11.857142857142858,0.0,148.0,0.0,94.87179487179486,49.39759036144578,12.617216117216117
MJ Guptill,13,265,195,24,14,12,135.8974358974359,22.08333333333333,213.0,0.0,109.23076923076923,0.0,67.9245283018868,30.010683760683754
MJ Lumb,12,278,185,45,6,10,150.27027027027026,27.8,225.0,0.0,121.62162162162163,0.0,77.6978417266187,41.77513513513513
MJ McClenaghan,19,84,67,5,7,11,125.37313432835822,7.636363636363637,0.0,54.0,0.0,80.59701492537313,73.80952380952381,9.573948439620082
MJ Santner,11,69,68,4,3,6,101.47058823529412,11.5,20.0,22.0,29.411764705882355,32.35294117647059,49.275362318840585,11.669117647058824
MJ Suthar,1,1,2,0,0,1,50.0,1.0,0.0,1.0,0.0,50.0,0.0,0.5
MK Lomror,35,526,358,33,30,29,146.92737430167597,18.13793103448276,31.0,151.0,8.659217877094973,42.17877094972067,59.31558935361216,26.649585821614338
MK Pandey,132,3320,2676,283,95,109,124.06576980568012,30.45871559633028,934.0,419.0,34.902840059790734,15.657698056801195,51.265060240963855,37.78883997750991
MK Tiwary,76,1585,1315,149,37,56,120.532319391635,28.303571428571427,192.0,466.0,14.600760456273765,35.437262357414454,51.608832807570984,34.114951113525265
ML Hayden,32,1096,775,119,44,27,141.4193548387097,40.5925925925926,593.0,62.0,76.51612903225806,8.0,67.51824817518248,57.40578255675032
MM Ali,57,1160,801,95,67,48,144.81897627965043,24.166666666666668,229.0,201.0,28.58926342072409,25.0936329588015,67.41379310344827,34.99791926758219
MM Patel,11,38,38,5,0,5,100.0,7.6,0.0,38.0,0.0,100.0,52.63157894736842,7.6
MM Sharma,27,124,129,9,4,16,96.12403100775194,7.75,0.0,73.0,0.0,56.58914728682171,48.38709677419355,7.449612403100775
MN Samuels,4,29,31,1,2,3,93.5483870967742,9.666666666666666,0.0,0.0,0.0,0.0,55.172413793103445,9.043010752688172
MN van Wyk,5,163,127,18,1,3,128.3464566929134,54.333333333333336,28.0,54.0,22.04724409448819,42.51968503937008,47.85276073619632,69.73490813648294
MP Stoinis,88,1856,1289,148,91,66,143.9875872769589,28.12121212121212,281.0,614.0,21.799844840961985,47.63382467028705,61.314655172413794,40.491054846369046
MR Marsh,25,475,358,40,25,23,132.68156424581005,20.65217391304348,223.0,44.0,62.290502793296085,12.290502793296088,65.26315789473685,27.40162739859121
MS Bisla,36,765,646,88,23,34,118.42105263157892,22.5,445.0,40.0,68.88544891640866,6.191950464396285,64.05228758169935,26.644736842105257
MS Dhoni,221,5056,3608,351,243,145,140.1330376940133,34.86896551724138,59.0,2672.0,1.6352549889135255,74.05764966740577,56.60601265822785,48.86294059178836
MS Gony,14,99,69,6,8,9,143.47826086956522,11.0,0.0,79.0,0.0,114.4927536231884,72.72727272727273,15.782608695652176
MS Wade,12,169,149,23,2,11,113.42281879194633,15.363636363636363,111.0,0.0,74.49664429530202,0.0,61.53846153846154,17.425869432580843
MV Boucher,22,382,295,32,12,14,129.4915254237288,27.285714285714285,22.0,167.0,7.457627118644068,56.61016949152542,52.35602094240838,35.33268765133172
MW Short,6,117,90,15,4,6,130.0,19.5,107.0,0.0,118.88888888888889,0.0,71.7948717948718,25.35
Mandeep Singh,91,1543,1224,160,38,79,126.06209150326796,19.53164556962025,580.0,297.0,47.385620915032675,24.264705882352942,56.25405055087492,24.622000910068664
Mashrafe Mortaza,1,2,2,0,0,0,100.0,inf,0.0,2.0,0.0,100.0,0.0,inf
Mayank Dagar,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Misbah-ul-Haq,8,117,79,10,6,9,148.1012658227848,13.0,27.0,40.0,34.177215189873415,50.63291139240506,64.95726495726495,19.253164556962023
Mohammad Ashraful,1,2,9,0,0,1,22.22222222222222,2.0,2.0,0.0,22.22222222222222,0.0,0.0,0.4444444444444444
Mohammad Asif,2,3,6,0,0,2,50.0,1.5,0.0,0.0,0.0,0.0,0.0,0.75
Mohammad Hafeez,8,64,79,7,2,8,81.0126582278481,8.0,28.0,5.0,35.44303797468354,6.329113924050633,62.5,6.481012658227849
Mohammad Nabi,19,215,145,18,11,17,148.27586206896552,12.647058823529411,26.0,103.0,17.93103448275862,71.03448275862068,64.18604651162791,18.752535496957403
Mohammed Shami,21,74,77,6,2,13,96.1038961038961,5.6923076923076925,0.0,58.0,0.0,75.32467532467533,48.64864864864865,5.4705294705294705
Mohammed Siraj,19,109,114,10,4,9,95.6140350877193,12.11111111111111,0.0,100.0,0.0,87.71929824561403,58.71559633027523,11.579922027290449
Mohit Rathee,1,1,2,0,0,0,50.0,inf,0.0,1.0,0.0,50.0,0.0,inf
Mohsin Khan,5,25,24,2,1,2,104.16666666666669,12.5,0.0,24.0,0.0,100.0,56.00000000000001,13.020833333333336
Mujeeb Ur Rahman,5,12,13,2,0,3,92.3076923076923,4.0,0.0,11.0,0.0,84.61538461538461,66.66666666666666,3.692307692307692
Mukesh Choudhary,2,6,6,1,0,0,100.0,inf,0.0,2.0,0.0,33.33333333333333,66.66666666666666,inf
Mukesh Kumar,5,10,18,0,0,1,55.55555555555556,10.0,0.0,9.0,0.0,50.0,0.0,5.555555555555555
Mustafizur Rahman,6,13,23,0,1,1,56.52173913043478,13.0,0.0,13.0,0.0,56.52173913043478,46.15384615384615,7.3478260869565215
N Jagadeesan,10,162,146,21,2,9,110.95890410958904,18.0,64.0,9.0,43.83561643835616,6.164383561643835,59.25925925925925,19.972602739726028
N Pooran,72,1769,1074,113,127,56,164.7113594040968,31.589285714285715,73.0,537.0,6.7970204841713215,50.0,68.6263425664217,52.03114192604416
N Rana,101,2621,1914,232,131,94,136.9383490073145,27.882978723404257,645.0,273.0,33.69905956112852,14.263322884012538,65.3948874475391,38.182490717890566
N Saini,10,140,138,16,0,11,101.44927536231884,12.727272727272728,80.0,6.0,57.971014492753625,4.3478260869565215,45.714285714285715,12.911725955204217
N Wadhera,16,350,246,32,18,15,142.27642276422765,23.33333333333333,21.0,59.0,8.536585365853659,23.983739837398375,67.42857142857143,33.197831978319776
NJ Maddinson,3,20,21,4,0,3,95.23809523809524,6.666666666666667,20.0,0.0,95.23809523809523,0.0,80.0,6.34920634920635
NK Patel,6,121,117,14,1,5,103.41880341880344,24.2,45.0,31.0,38.46153846153847,26.495726495726498,51.2396694214876,25.02735042735043
NLTC Perera,25,366,245,16,25,19,149.3877551020408,19.26315789473684,5.0,196.0,2.0408163265306123,80.0,58.46994535519126,28.77679914070891
NM Coulter-Nile,16,82,71,7,4,10,115.49295774647888,8.2,0.0,68.0,0.0,95.77464788732394,63.41463414634146,9.470422535211268
NS Naik,4,31,49,2,0,4,63.26530612244898,7.75,7.0,11.0,14.285714285714285,22.448979591836736,25.806451612903224,4.903061224489797
NT Ellis,5,19,25,0,1,4,76.0,4.75,0.0,18.0,0.0,72.0,31.57894736842105,3.61
NV Ojha,89,1500,1239,118,75,70,121.06537530266344,21.428571428571427,473.0,296.0,38.17594834543987,23.890234059725586,61.46666666666667,25.942580421999306
Naman Dhir,7,140,76,12,10,6,184.21052631578948,23.33333333333333,38.0,49.0,50.0,64.47368421052632,77.14285714285715,42.98245614035087
Navdeep Saini,6,33,36,3,0,4,91.66666666666666,8.25,0.0,27.0,0.0,75.0,36.36363636363637,7.562499999999999
Naveen-ul-Haq,4,18,21,2,0,2,85.71428571428571,9.0,0.0,16.0,0.0,76.19047619047619,44.44444444444444,7.7142857142857135
Nithish Kumar Reddy,11,303,211,15,21,9,143.60189573459715,33.666666666666664,37.0,37.0,17.535545023696685,17.535545023696685,61.386138613861384,48.34597156398104
Noor Ahmad,5,13,18,2,0,4,72.22222222222221,3.25,0.0,11.0,0.0,61.111111111111114,61.53846153846154,2.347222222222222
OA Shah,19,475,355,33,21,12,133.80281690140845,39.583333333333336,23.0,182.0,6.478873239436619,51.267605633802816,54.315789473684205,52.963615023474176
OC McCoy,1,8,5,0,1,0,160.0,inf,0.0,8.0,0.0,160.0,75.0,inf
