batter,matches,total_runs,balls_faced,fours,sixes,dismissals,strike_rate,batting_average,powerplay_runs,death_overs_runs,StrikeRate_Powerplay,StrikeRate_DeathOvers,Boundary_Percentage,Impact
UT Yadav,45,200,189,16,9,20,105.8201058201058,10.0,0.0,176.0,0.0,93.12169312169311,59.0,10.58201058201058
Umar Gul,4,39,17,1,5,3,229.41176470588235,13.0,0.0,21.0,0.0,123.52941176470588,87.17948717948718,29.823529411764707
Umran Malik,4,17,14,1,1,1,121.42857142857142,17.0,0.0,17.0,0.0,121.42857142857142,58.82352941176471,20.642857142857142
V Kohli,237,7817,5844,691,267,212,133.76112251882273,36.87264150943396,2777.0,1069.0,47.51882272416154,18.29226557152635,55.8526288857618,49.32125918536025
V Pratap Singh,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
V Sehwag,97,2398,1500,298,90,91,159.86666666666667,26.35164835164835,1466.0,23.0,97.73333333333333,1.5333333333333332,72.22685571309424,42.12750183150183
V Shankar,58,1110,841,79,45,43,131.98573127229488,25.813953488372093,104.0,390.0,12.366230677764566,46.37336504161712,52.792792792792795,34.07073528191798
V Viyaskanth,1,7,5,0,0,0,140.0,inf,0.0,7.0,0.0,140.0,0.0,inf
VG Arora,7,9,16,0,0,2,56.25,4.5,0.0,9.0,0.0,56.25,0.0,2.53125
VH Zol,2,29,26,3,1,2,111.53846153846156,14.5,22.0,0.0,84.61538461538461,0.0,62.06896551724138,16.173076923076927
VR Aaron,12,49,71,2,2,4,69.01408450704226,12.25,0.0,48.0,0.0,67.6056338028169,40.816326530612244,8.454225352112676
VR Iyer,49,1320,949,121,60,43,139.09378292939937,30.69767441860465,592.0,65.0,62.381454162276086,6.8493150684931505,63.93939393939394,42.69855662018771
VRV Singh,2,4,2,1,0,1,200.0,4.0,0.0,4.0,0.0,200.0,100.0,8.0
VS Malik,2,7,6,1,0,1,116.66666666666669,7.0,0.0,7.0,0.0,116.66666666666667,57.14285714285714,8.166666666666668
VS Yeligati,1,2,2,0,0,1,100.0,2.0,0.0,2.0,0.0,100.0,0.0,2.0
VVS Laxman,17,238,222,30,3,14,107.2072072072072,17.0,156.0,2.0,70.27027027027027,0.9009009009009009,57.98319327731093,18.225225225225223
VY Mahesh,4,15,26,0,0,2,57.692307692307686,7.5,0.0,12.0,0.0,46.15384615384615,0.0,4.326923076923077
Vijaykumar Vyshak,4,14,12,0,1,2,116.66666666666669,7.0,0.0,14.0,0.0,116.66666666666667,42.857142857142854,8.166666666666668
Virat Singh,2,15,25,1,0,3,60.0,5.0,0.0,0.0,0.0,0.0,26.666666666666668,3.0
Vishnu Vinod,6,55,55,3,3,6,100.0,9.166666666666666,10.0,8.0,18.181818181818183,14.545454545454545,54.54545454545454,9.166666666666666
Vivrant Sharma,1,69,45,9,2,1,153.33333333333334,69.0,27.0,0.0,60.0,0.0,69.56521739130434,105.8
W Jaffer,8,130,120,14,3,7,108.33333333333331,18.571428571428573,77.0,0.0,64.16666666666667,0.0,56.92307692307692,20.119047619047617
WA Mota,8,56,73,2,0,5,76.71232876712328,11.2,0.0,13.0,0.0,17.80821917808219,14.285714285714285,8.591780821917807
WD Parnell,2,4,7,0,0,2,57.14285714285714,2.0,0.0,4.0,0.0,57.14285714285714,0.0,1.1428571428571428
WG Jacks,8,224,127,16,17,6,176.3779527559055,37.333333333333336,73.0,0.0,57.48031496062992,0.0,74.10714285714286,65.8477690288714
WP Saha,141,2870,2197,293,83,117,130.63268092853892,24.52991452991453,1372.0,421.0,62.44879380974056,19.162494310423305,58.18815331010453,32.04408497990656
WPUJC Vaas,11,75,70,2,2,7,107.14285714285714,10.714285714285714,0.0,49.0,0.0,70.0,26.666666666666668,11.479591836734691
Washington Sundar,36,377,317,32,9,27,118.92744479495268,13.962962962962964,16.0,212.0,5.047318611987381,66.8769716088328,48.275862068965516,16.605795069517466
X Thalaivan Sargunam,1,10,17,0,0,1,58.82352941176471,10.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471
Y Nagar,17,221,180,15,9,12,122.7777777777778,18.416666666666668,2.0,129.0,1.1111111111111112,71.66666666666667,51.58371040723983,22.611574074074078
Y Prithvi Raj,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Y Venugopal Rao,48,908,746,70,34,39,121.71581769436996,23.28205128205128,75.0,289.0,10.05361930294906,38.73994638069705,53.30396475770925,28.33793909397126
YBK Jaiswal,52,1595,1045,198,63,49,152.63157894736844,32.55102040816327,997.0,48.0,95.40669856459331,4.5933014354066986,73.35423197492163,49.68313641245973
YK Pathan,146,3056,2082,248,156,104,146.7819404418828,29.384615384615383,357.0,810.0,17.146974063400577,38.90489913544668,63.089005235602095,43.13130865292248
YS Chahal,16,37,84,0,0,6,44.04761904761904,6.166666666666667,0.0,32.0,0.0,38.095238095238095,0.0,2.716269841269841
YV Dhull,3,16,23,1,0,3,69.56521739130434,5.333333333333333,2.0,0.0,8.695652173913043,0.0,25.0,3.7101449275362315
YV Takawale,10,191,171,26,3,8,111.69590643274854,23.875,121.0,28.0,70.76023391812866,16.374269005847953,63.87434554973822,26.667397660818715
Yash Dayal,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Yashpal Singh,4,47,65,5,0,4,72.3076923076923,11.75,17.0,11.0,26.153846153846157,16.923076923076923,42.5531914893617,8.496153846153847
Younis Khan,1,3,7,0,0,1,42.85714285714285,3.0,3.0,0.0,42.857142857142854,0.0,0.0,1.2857142857142856
Yudhvir Singh,4,22,16,1,2,4,137.5,5.5,0.0,1.0,0.0,6.25,72.72727272727273,7.5625
Yuvraj Singh,100,2161,1642,178,116,88,131.60779537149818,24.556818181818183,158.0,448.0,9.622411693057249,27.28380024360536,65.15502082369274,32.31868702247814
Z Khan,27,116,137,11,2,15,84.67153284671532,7.733333333333333,0.0,100.0,0.0,72.99270072992701,48.275862068965516,6.547931873479318
